timestamp,open,high,low,close,volume
1711944000000,171.19,171.25,169.475,170.03,46240500
1712030400000,169.08,169.34,168.2302,168.84,49297581
1712116800000,168.79,170.68,168.58,169.65,47691715
1712203200000,170.29,171.92,168.82,168.82,53682486
1712289600000,169.59,170.39,168.95,169.58,42104826
1712548800000,169.03,169.2,168.24,168.45,37425513
1712635200000,168.7,170.08,168.35,169.67,42451209
1712721600000,168.8,169.09,167.11,167.78,49691936
1712808000000,168.34,175.46,168.16,175.04,91053075
1712894400000,174.26,178.36,174.21,176.55,101282386
1713153600000,175.36,176.63,172.5,172.69,73498773
1713240000000,171.75,173.76,168.27,169.38,73665235
1713326400000,169.61,170.65,168,168,50351210
1713412800000,168.03,168.64,166.55,167.04,43103753
1713499200000,166.21,166.4,164.075,165,68149377
1713758400000,165.515,167.26,164.77,165.84,48071343
1713844800000,165.35,167.05,164.92,166.9,49537761
1713931200000,166.54,169.3,166.21,169.02,48251835
1714017600000,169.525,170.61,168.1511,169.89,50558329
1714104000000,169.88,171.34,169.18,169.3,44812854
1714363200000,173.37,176.03,173.1,173.5,68149919
1714449600000,173.33,174.99,170,170.33,65824776
1714536000000,169.58,172.705,169.11,169.3,49387185
1714622400000,172.51,173.415,170.89,173.03,94211515
1714708800000,186.645,187,182.66,183.38,163224109
1714968000000,182.354,184.2,180.42,181.71,78319667
1715054400000,183.45,184.9,181.32,182.4,77298571
1715140800000,182.85,183.07,181.45,182.74,45057087
1715227200000,182.56,184.66,182.11,184.57,48948972
1715313600000,184.9,185.09,182.13,183.05,50745096
1715572800000,185.435,187.1,184.62,186.28,71969409
1715659200000,187.51,188.3,186.29,187.43,52393619
1715745600000,187.91,190.65,187.37,189.72,70381988
1715832000000,190.47,191.095,189.6601,189.84,52845230
1715918400000,189.51,190.81,189.18,189.87,41282925
1716177600000,189.325,191.9199,189.01,191.04,44361275
1716264000000,191.09,192.73,190.9201,192.35,42309401
1716350400000,192.265,192.8231,190.27,190.9,34648547
1716436800000,190.98,191,186.625,186.88,51005924
1716523200000,188.82,190.58,188.0404,189.98,36326975
1716868800000,191.51,193,189.1,189.99,52230051
1716955200000,189.61,192.247,189.51,190.29,53068016
1717041600000,190.76,192.18,190.63,191.29,49947941
1717128000000,191.44,192.57,189.91,192.25,75158277
1717387200000,192.9,194.99,192.52,194.03,50078439
1717473600000,194.635,195.32,193.0342,194.35,47471445
1717560000000,195.4,196.9,194.87,195.87,54156785
1717646400000,195.685,196.5,194.17,194.48,41162753
1717732800000,194.65,196.94,194.14,196.89,53085712
1717992000000,196.9,197.3,192.15,193.12,97262077
1718078400000,193.65,207.16,193.63,207.15,172116296
1718164800000,207.37,220.2,206.9,213.07,198109293
1718251200000,214.74,216.75,211.6,214.24,97750229
1718337600000,213.85,215.17,211.3,212.49,70108898
1718596800000,213.37,218.95,212.72,216.67,93689100
1718683200000,217.59,218.63,213,214.29,79943254
1718856000000,213.93,214.24,208.85,209.68,86095783
1718942400000,210.39,211.89,207.11,207.49,246421353
1719201600000,207.72,212.7,206.59,208.14,80721906
1719288000000,209.15,211.38,208.61,209.07,56280868
1719374400000,211.5,214.86,210.64,213.25,66213186
1719460800000,214.69,215.7395,212.35,214.1,49772707
1719547200000,215.77,216.07,210.3,210.62,82538718
1719806400000,212.09,217.51,211.92,216.75,60402929
1719892800000,216.15,220.38,215.1,220.27,58046178
1719979200000,220,221.55,219.03,221.55,37269801
1720152000000,221.65,226.45,221.65,226.34,59517108
1720411200000,227.09,227.85,223.25,227.82,59085861
1720497600000,227.93,229.4,226.3721,228.68,48013382
1720584000000,229.3,233.08,229.25,232.98,62627687
1720670400000,231.39,232.39,225.77,227.57,64456867
1720756800000,228.92,232.64,228.68,230.54,53046527
1721016000000,236.48,237.23,233.09,234.4,62623152
1721102400000,235,236.27,232.33,234.82,41184278
1721188800000,229.45,231.4599,226.64,228.88,57345884
1721275200000,230.28,230.44,222.27,224.18,66034585
1721361600000,224.82,226.8,223.275,224.31,49151453
1721620800000,227.01,227.78,223.09,223.96,48201835
1721707200000,224.365,226.94,222.68,225.01,39960260
1721793600000,224,224.8,217.13,218.54,61777576
1721880000000,218.93,220.85,214.62,217.49,51391199
1721966400000,218.7,219.49,216.01,217.96,41599345
1722225600000,216.96,219.3,215.75,218.24,36284528
1722312000000,219.19,220.325,216.12,218.8,41493840
1722398400000,221.44,223.82,220.63,222.08,50036262
1722484800000,224.37,224.48,217.02,218.36,62477496
1722571200000,219.15,225.6,217.71,219.86,105568560
1722830400000,199.09,213.5,196,209.27,119517900
1722916800000,205.3,209.99,201.07,207.23,69579488
1723003200000,206.9,213.64,206.39,209.82,63516417
1723089600000,213.11,214.2,208.83,213.31,46801649
1723176000000,212.1,216.78,211.97,216.24,42201646
1723435200000,216.07,219.5099,215.6,217.53,38028092
1723521600000,219.01,221.89,219.01,221.27,44155331
1723608000000,220.57,223.03,219.7,221.72,41948574
1723694400000,224.6,225.35,222.76,224.72,46398713
1723780800000,223.92,226.8271,223.6501,226.05,44338440
1724040000000,225.72,225.99,223.04,225.89,40687813
1724126400000,225.77,227.17,225.45,226.51,30299033
1724212800000,226.52,227.98,225.05,226.4,34765480
1724299200000,227.79,228.34,223.9,224.53,43673321
1724385600000,225.6589,228.22,224.33,226.84,38647250
1724644800000,226.76,227.28,223.8905,227.18,30599408
1724731200000,225.995,228.85,224.89,228.03,35934559
1724817600000,227.92,229.86,225.68,226.49,37737167
1724904000000,230.1,232.92,228.88,229.79,51906297
1724990400000,230.19,230.4,227.48,229,52988670
1725336000000,228.55,229,221.17,222.77,50175516
1725422400000,221.66,221.78,217.48,220.85,43840196
1725508800000,221.625,225.48,221.52,222.38,36615398
1725595200000,223.95,225.24,219.77,220.82,48423011
1725854400000,220.82,221.27,216.71,220.91,67179965
1725940800000,218.92,221.48,216.73,220.11,51591033
1726027200000,221.455,223.09,217.89,222.66,44587072
1726113600000,222.5,223.55,219.82,222.77,37497490
1726200000000,223.58,224.04,221.91,222.5,36766619
1726459200000,216.54,217.22,213.92,216.32,59357427
1726545600000,215.75,216.9,214.5,216.79,45519339
1726632000000,217.55,222.71,217.54,220.69,59894928
1726718400000,224.99,229.82,224.63,228.87,66781315
1726804800000,229.97,233.09,227.62,228.2,317079888
1727064000000,227.34,229.45,225.81,226.47,54090023
1727150400000,228.645,229.35,225.73,227.37,43556068
1727236800000,224.93,227.29,224.02,226.37,42308715
1727323200000,227.3,228.5,225.41,227.52,36635707
1727409600000,228.46,229.52,227.3,227.79,34003467
1727668800000,230.04,233,229.65,233,54793391
1727755200000,229.52,229.65,223.74,226.21,63235048
1727841600000,225.89,227.37,223.02,226.78,32880605
1727928000000,225.14,226.805,223.32,225.67,34044158
1728014400000,227.9,228,224.13,226.8,37345098
1728273600000,224.5,225.69,221.33,221.69,39505354
1728360000000,224.3,225.98,223.25,225.77,31855693
1728446400000,225.23,229.75,224.83,229.54,33591091
1728532800000,227.78,229.5,227.17,229.04,28183544
1728619200000,229.3,229.41,227.34,227.55,31759188
1728878400000,228.7,231.73,228.6,231.3,39882085
1728964800000,233.61,237.49,232.37,233.85,64748367
1729051200000,231.6,232.12,229.84,231.78,34082240
1729137600000,233.43,233.85,230.52,232.15,32974310
1729224000000,236.18,236.18,234.01,235,45831472
1729483200000,234.45,236.85,234.45,236.48,36254470
1729569600000,233.885,236.22,232.6,235.86,38846578
1729656000000,234.08,235.144,227.76,230.76,52286979
1729742400000,229.98,230.82,228.41,230.57,31109503
1729828800000,229.74,233.22,229.57,231.41,38602304
1730088000000,233.32,234.73,232.55,233.4,36087134
1730174400000,233.1,234.325,232.32,233.67,35413047
1730260800000,232.61,233.47,229.55,230.1,47060257
1730347200000,229.34,229.83,225.37,225.91,64370086
1730433600000,220.965,225.35,220.27,222.91,65276741
1730696400000,220.99,222.79,219.71,222.01,44344468
1730782800000,221.795,223.95,221.14,223.45,28111338
1730869200000,222.61,226.065,221.19,222.72,54561121
1730955600000,224.625,227.875,224.57,227.48,42137691
1731042000000,227.17,228.66,226.405,226.96,38328824
1731301200000,225,225.7,221.5,224.23,42005602
1731387600000,224.55,225.59,223.355,224.23,40398299
1731474000000,224.01,226.65,222.76,225.12,48566217
1731560400000,225.02,228.87,225,228.22,44923941
1731646800000,226.4,226.92,224.27,225,47923696
1731906000000,225.25,229.74,225.17,228.02,44686020
1731992400000,226.98,230.16,226.66,228.28,36211774
1732078800000,228.06,229.93,225.89,229,35075316
1732165200000,228.88,230.155,225.7103,228.52,42108327
1732251600000,228.06,230.7199,228.06,229.87,38168252
1732510800000,231.46,233.245,229.74,232.87,90002832
1732597200000,233.33,235.57,233.33,235.06,45986189
1732683600000,234.465,235.69,233.8101,234.93,33498439
1732856400000,234.805,237.81,233.97,237.33,28481377
1733115600000,237.27,240.79,237.16,239.59,48137103
1733202000000,239.81,242.76,238.9,242.65,38861017
1733288400000,242.87,244.11,241.25,243.01,44383935
1733374800000,243.99,244.54,242.13,243.04,40033878
1733461200000,242.905,244.63,242.08,242.84,36870619
1733720400000,241.83,247.24,241.75,246.75,44649232
1733806800000,246.89,248.21,245.34,247.77,36914806
1733893200000,247.96,250.8,246.2601,246.49,45205814
1733979600000,246.89,248.74,245.68,247.96,32777532
1734066000000,247.815,249.2902,246.24,248.13,33081590
1734325200000,247.99,251.38,247.65,251.04,51694753
1734411600000,250.08,253.83,249.78,253.48,51356360
1734498000000,252.16,254.28,247.74,248.05,56764701
1734584400000,247.5,252,247.0949,249.79,60559114
1734670800000,248.04,255,245.69,254.49,147495267
1734930000000,254.77,255.65,253.45,255.27,40858774
1735016400000,255.49,258.21,255.29,258.2,23234705
1735189200000,258.19,260.1,257.63,259.02,27262983
1735275600000,257.83,258.7,253.06,255.59,42355321
1735534800000,252.23,253.5,250.75,252.2,35557542
1735621200000,252.44,253.28,249.43,250.42,39480718
1735794000000,248.93,249.1,241.8201,243.85,55090731
1735880400000,243.36,244.18,241.89,243.36,40244114
1736139600000,244.31,247.33,243.2,245,45045571
1736226000000,242.98,245.55,241.35,242.21,40855960
1736312400000,241.92,243.7123,240.05,242.7,37613940
1736485200000,240.01,240.16,233,236.85,61705156
1736744400000,233.53,234.67,229.72,234.4,49630725
1736830800000,234.75,236.12,232.472,233.28,39433494
1736917200000,234.635,238.96,234.43,237.87,39822169
1737003600000,237.35,238.01,228.03,228.26,71752652
1737090000000,232.115,232.29,228.48,229.98,67849101
1737435600000,224,224.42,219.38,222.64,98070429
1737522000000,219.79,224.12,219.79,223.83,64126500
1737608400000,224.74,227.03,222.3,223.66,60234760
1737694800000,224.78,225.63,221.41,222.78,54697907
1737954000000,224.02,232.15,223.98,229.86,94863418
1738040400000,230.85,240.19,230.81,238.26,75682044
1738126800000,234.12,239.855,234.01,239.36,45475767
1738213200000,238.665,240.79,237.21,237.59,55658279
1738299600000,247.19,247.19,233.44,236,101071628
1738558800000,229.99,231.83,225.7,228.01,73039761
1738645200000,227.25,233.13,226.65,232.8,45014201
1738731600000,228.53,232.67,228.27,232.47,39664989
1738818000000,231.285,233.8,230.425,233.22,29869249
1738904400000,232.6,234,227.26,227.63,39707224
1739163600000,229.57,230.585,227.2,227.65,33096475
1739250000000,228.2,235.23,228.13,232.62,53710612
1739336400000,231.2,236.96,230.68,236.87,45243281
1739422800000,236.91,242.3399,235.57,241.53,53614054
1739509200000,241.25,245.55,240.99,244.6,40383927
1739854800000,244.15,245.18,241.84,244.47,48822491
1739941200000,244.66,246.01,243.1604,244.87,32204215
1740027600000,244.94,246.78,244.29,245.83,32316907
1740114000000,245.95,248.69,245.22,245.55,53196141
1740373200000,244.925,248.86,244.42,247.1,51326396
1740459600000,248,250,244.91,247.04,48013272
1740546000000,244.33,244.98,239.13,240.36,44433564
1740632400000,239.41,242.46,237.06,237.3,41153639
1740718800000,236.95,242.09,230.2,241.84,56833349
1740978000000,241.79,244.0272,236.112,238.03,47183985
1741064400000,237.705,240.07,234.68,235.93,53798024
1741150800000,235.42,236.55,229.23,235.74,47227642
1741237200000,234.435,237.86,233.1581,235.33,45155019
1741323600000,235.105,241.37,234.76,239.07,46250710
1741579200000,235.54,236.16,224.22,227.48,72071197
1741665600000,223.805,225.8399,217.45,220.84,76124402
1741752000000,220.14,221.75,214.91,216.98,62547467
1741838400000,215.95,216.8394,208.42,209.68,61318730
1741924800000,211.25,213.95,209.58,213.49,60107582
1742184000000,213.31,215.22,209.97,214,48073426
1742270400000,214.16,215.15,211.49,212.69,42427021
1742356800000,214.22,218.76,213.75,215.24,54383891
1742443200000,213.99,217.4899,212.22,214.1,48862947
1742529600000,211.56,218.84,211.28,218.27,93568368
1742788800000,221,221.48,218.58,220.73,44299483
1742875200000,220.77,224.1,220.08,223.75,34493583
1742961600000,223.51,225.02,220.47,221.53,34492906
1743048000000,221.39,224.99,220.5601,223.85,37093374
1743134400000,221.67,223.81,217.68,217.9,39818617